stringID,sourceLang,targetLang,pos,description,sourceString,targetString
582,en,ne,,,virus spreads,भाइरसको संक्रमण
583,en,ne,,,virus strain,भाइरस रोकियो
584,en,ne,,,virus transmission,भाइरसको संक्रमण
586,en,ne,,,wash your hands,आफ्नो हात धुनुहोस्‌
587,en,ne,,,washing hands,हात धुने
589,en,ne,,,WHO,WHO
590,en,ne,,,WHO Confirmed,WHO ले पुष्टि गरेको
591,en,ne,,,WHO Deaths,WHO ले देखाएको मृत्यु
592,en,ne,,,widespread outbreak,धेरै फैलिएको संक्रमण
597,en,ne,,,World Health Organization,विश्व स्वास्थ्य संस्था
600,en,ne,,,zoonotic disease,क्षेत्रातिक रोग
601,en,ne,,,zoonotic virus,क्षेत्रातिक भाइरस
1,en,nl,adjective,"In the context of coronavirus (COVID-19): transmissible by direct or indirect contact with an infected person (describes the disease or the virus, not a person).",contagious,besmettelijk
2,en,nl,noun,In the context of coronavirus (COVID-19): known cases of people who currently have the disease.,active cases,actieve gevallen
3,en,nl,noun,In the context of coronavirus (COVID-19): cases of people infected with the virus which have been confirmed via medical testing.,confirmed cases,bevestigde gevallen
4,en,nl,proper noun,"Short for ""Centers for Disease Control and Prevention"": a US federal agency under the Department of Health and Human Services, whose main goal is to protect public health and safety through the control and prevention of disease.",CDC,CDC
5,en,nl,noun,"A formal name for the disease caused by the SARS-CoV-2 virus, responsible for the 2019/2020 global pandemic.",COVID-19,COVID-19
6,en,nl,noun,In the context of coronavirus (COVID-19): a place where people can be tested for the virus.,COVID-19 testing center,COVID-19-testcentrum
7,en,nl,noun,"An informal name for the SARS-CoV-2 virus (also known as ""novel coronavirus""), responsible for the 2019/2020 global pandemic of COVID-19 (the disease caused by the virus). Sometimes refers to the entire category of coronaviruses, of which SARS-CoV-2 is just one example.",coronavirus,coronavirus
8,en,nl,noun,"In the context of coronavirus (COVID-19): a mask covering the nose, mouth and/or eyes of the wearer, intended to protect the wearer from spreading or contracting pathogens.",face mask,"mondkapje, if very specific covering eyes as well: gezichtsmasker"
9,en,nl,noun,"In the context of coronavirus (COVID-19): can be a person, such as a doctor, but also an organization, such as a hospital or insurance company.",healthcare provider,zorgverlener
10,en,nl,noun,"In the context of coronavirus (COVID-19): a person who works in healthcare, such as a doctor or therapist.",healthcare professional,medisch professional
11,en,nl,noun,"In the context of coronavirus (COVID-19): the practice of cleaning one's hands, e.g. with water and soap, in order to get rid of the virus and other pathogens.",hand-washing,handen wassen
12,en,nl,noun,In the context of coronavirus (COVID-19): the period of time between infection and the appearance of symptoms of the disease.,incubation period,incubatietijd
13,en,nl,noun,In the context of coronavirus (COVID-19): the practice of separating sick people from healthy people to prevent the spread of disease.,isolation,isolatie
14,en,nl,noun,In the context of the coronavirus (COVID-19): the practice of restricting the movement of healthy people who may have been exposed to the virus to see if they become ill.,quarantine,quarantaine
15,en,nl,verb,In the context of the coronavirus (COVID-19): to restrict the movement of healthy people who may have been exposed to the virus to see if they become ill.,quarantine,in quarantaine plaatsen
16,en,nl,proper noun,"Short for ""National Institutes of Health Agency"": the primary US government agency responsible for biomedical and public health research; part of the United States Department of Health and Human Services.",NIH,NIH
17,en,nl,noun,"In the context of coronavirus (COVID-19): being within a close distance (1-2m) of another person, not necessarily having actual physical contact. Close contact is one possible way for the virus to spread from person to person.",close contact,nauw contact
18,en,nl,noun,In the context of coronavirus (COVID-19): the process of the virus spreading from person to person.,transmission,overdragen
19,en,nl,noun,In the context of coronavirus (COVID-19): cases of people infected with the virus which have resulted in the end of the infected person's life.,deaths,sterfgevallen
20,en,nl,noun,In the context of coronavirus (COVID-19): a place where people can be tested for the virus.,testing center,testcentrum
21,en,nl,verb,"In the context of the coronavirus (COVID-19): to infect new people, in a particular area or globally.",spread,verspreiden
22,en,nl,verb,A header for a set of five recommendations surfaced to users looking for coronavirus tips. See: https://www.google.com/search?q=coronavirus+tips&fbx=dothefive,Do the Five,Doe deze 5 dingen
23,en,nl,proper noun,"A specialized agency of the United Nations that is concerned with world public health. Abbreviated as ""WHO"". See: https://en.wikipedia.org/wiki/World_Health_Organization",World Health Organization,Wereldgezondheidsorganisatie
24,en,nl,proper noun,"Short for ""World Health Organization"": a specialized agency of the United Nations that is concerned with world public health. See: https://en.wikipedia.org/wiki/World_Health_Organization",WHO,WHO
25,en,nl,,,14 days in isolation,14 dagen in isolatie
26,en,nl,,,14 days quarantine,14 dagen quarantaine
27,en,nl,,,2019 coronavirus,coronavirus 2019
28,en,nl,,,2019 novel coronavirus,nieuw coronavirus uit 2019
29,en,nl,,,2019-nCoV,2019-nCoV
30,en,nl,,,2020 coronavirus,coronavirus 2020
31,en,nl,,,2020 novel coronavirus,nieuw coronavirus uit 2020
33,en,nl,,,about coronavirus,over coronavirus
39,en,nl,,,acute respiratory distress syndrome,acute respiratory distress syndrome
40,en,nl,,,advanced hand sanitizer,geavanceerd handreinigingsmiddel
41,en,nl,,,Affected by coronavirus,Getroffen door coronavirus
42,en,nl,,,after exposure,na blootstelling
43,en,nl,,,After the epidemic,Na de epidemie
44,en,nl,,,After the outbreak,Na de uitbraak
47,en,nl,,,airborne virus,door de lucht verspreid virus
48,en,nl,,,alcohol based hand sanitizer,handreinigingsmiddel met alcohol
49,en,nl,,,alcohol hand sanitizer,handreinigingsmiddel met alcohol
51,en,nl,,,alcohol-based hand sanitizer,handreinigingsmiddel met alcohol
59,en,nl,,,Anti-Corona virus spray,anti-coronavirus-spray
60,en,nl,,,antibacterial hand sanitizer,antibacterieel handreinigingsmiddel
61,en,nl,,,ARDS,ARDS
64,en,nl,,,avoid exposure,blootstelling vermijden
65,en,nl,,,be infected,besmet worden
75,en,nl,,,Beware of coronavirus,Houd rekening met het coronavirus
76,en,nl,,,bilateral interstitial pneumonia,dubbele interstitiële longontsteking
77,en,nl,,,CDC,CDC
78,en,nl,,,Center for Disease Control,Center for Disease Control
83,en,nl,,,community spread,lokale verspreiding
84,en,nl,,,compulsory quarantine,verplichte quarantaine
85,en,nl,,,contagious,besmettelijk
135,en,nl,,,coronavirus,coronavirus
136,en,nl,,,coronavirus (COVID-19),coronavirus (COVID-19)
137,en,nl,,,coronavirus alert,coronaviruswaarschuwing
139,en,nl,,,coronavirus cases,coronagevallen
141,en,nl,,,coronavirus concerns,zorgen over het coronavirus
143,en,nl,,,coronavirus crisis,coronacrisis
149,en,nl,,,coronavirus disease,coronavirusziekte
150,en,nl,,,Coronavirus disease (COVID-19) outbreak,Uitbraak van het coronavirus (COVID-19)
153,en,nl,,,coronavirus early symptoms,eerste symptomen coronavirus
155,en,nl,,,coronavirus epidemic,corona-epidemie
156,en,nl,,,coronavirus exposure,blootstelling aan coronavirus
161,en,nl,,,coronavirus incubation,incubatietijd coronavirus
162,en,nl,,,coronavirus incubation period,incubatietijd van coronavirus
163,en,nl,,,coronavirus infection,coronavirusbesmetting
168,en,nl,,,coronavirus map,coronaviruskaart
170,en,nl,,,coronavirus medicine,geneesmiddel voor coronavirus
171,en,nl,,,coronavirus medicines,geneesmiddelen voor coronavirus
172,en,nl,,,coronavirus news,coronanieuws
173,en,nl,,,coronavirus outbreak,corona-uitbraak
174,en,nl,,,coronavirus pandemic,coronapandemie
176,en,nl,,,coronavirus pneumonia,coronavirus longontsteking
177,en,nl,,,coronavirus precautions,voorzorgsmaatregelen coronavirus
178,en,nl,,,coronavirus prevention,coronavirus preventie
179,en,nl,,,coronavirus protection,coronavirus bescherming
180,en,nl,,,coronavirus quarantine,coronavirus quarantaine
182,en,nl,,,coronavirus SOS Alert,SOS-melding coronavirus
183,en,nl,,,coronavirus spread,coronavirus verspreiding
184,en,nl,,,coronavirus symptoms,coronavirus symptomen
185,en,nl,,,coronavirus transmission,coronavirus overdracht
186,en,nl,,,coronavirus travel ban,reisverbod coronavirus
187,en,nl,,,coronavirus travel restrictions,reisbeperkingen coronavirus
188,en,nl,,,coronavirus treatment,coronabehandeling
190,en,nl,,,coronavirus update,coronavirus update
191,en,nl,,,coronavirus vaccine,coronavaccin
192,en,nl,,,coronavirus vaccines,coronavaccins
198,en,nl,,,covid cases,covid-gevallen
205,en,nl,,,covid early symptoms,eerste symptomen covid
213,en,nl,,,covid incubation period,incubatietijd van covid
215,en,nl,,,covid international spread,internationale verspreiding van covid
216,en,nl,,,covid international travel,covid internationale reizen
217,en,nl,,,covid isolation,covid-isolatie
219,en,nl,,,covid map,covid-kaart
220,en,nl,,,covid medicine,geneesmiddel voor covid
221,en,nl,,,covid medicines,geneesmiddelen voor covid
222,en,nl,,,covid news,covid-nieuws
223,en,nl,,,covid outbreak,covid-uitbraak
224,en,nl,,,covid pandemic,covid-pandemie
225,en,nl,,,covid panic,covid-paniek
228,en,nl,,,covid SOS Alert,SOS-melding covid
230,en,nl,,,covid symptoms,covid-symptomen
231,en,nl,,,covid transmission,overdracht van covid
232,en,nl,,,covid travel ban,reisverbod covid
233,en,nl,,,covid travel restrictions,reisbeperkingen covid
234,en,nl,,,covid treatment,behandeling van covid
236,en,nl,,,covid vaccine,covid-vaccin
237,en,nl,,,covid vaccines,covid-vaccins
242,en,nl,,,covid-19,covid-19
243,en,nl,,,covid-19 alert,covid-19-waarschuwing
244,en,nl,,,covid-19 cases,covid-19-gevallen
245,en,nl,,,covid-19 CDC,covid-19 CDC
246,en,nl,,,covid-19 contagious,covid-19 besmettelijk
247,en,nl,,,covid-19 cure,covid-19-medicijn
248,en,nl,,,covid-19 dangerous,covid-19 gevaarlijk
249,en,nl,,,covid-19 deadly,covid-19 dodelijk
250,en,nl,,,covid-19 death,covid-19-dode
251,en,nl,,,covid-19 deaths,covid-19-doden
252,en,nl,,,covid-19 domestic travel,covid-19 binnenlandse reizen
253,en,nl,,,covid-19 early symptoms,eerste symptomen covid-19
254,en,nl,,,covid-19 effects,gevolgen van covid-19
255,en,nl,,,covid-19 epidemic,covid-19-epidemie
256,en,nl,,,covid-19 exposure,blootstelling aan covid-19
257,en,nl,,,covid-19 fatal,covid-19 fataal
258,en,nl,,,covid-19 fever,covid-19 koorts
259,en,nl,,,covid-19 illness,covid-19 ziekte
260,en,nl,,,covid-19 incubation,incubatietijd covid-19
261,en,nl,,,covid-19 incubation period,incubatietijd van covid-19
262,en,nl,,,covid-19 infection,covid-19-besmetting
263,en,nl,,,covid-19 international spread,internationale verspreiding van covid-19
264,en,nl,,,covid-19 international travel,covid-19 internationale reizen
265,en,nl,,,covid-19 isolation,covid-19-isolatie
266,en,nl,,,covid-19 lockdown,covid-19-lockdown
267,en,nl,,,covid-19 map,covid-19-kaart
268,en,nl,,,covid-19 medicine,geneesmiddel voor covid-19
269,en,nl,,,covid-19 medicines,geneesmiddelen voor covid-19
270,en,nl,,,covid-19 news,covid-19-nieuws
271,en,nl,,,covid-19 outbreak,covid-19-uitbraak
272,en,nl,,,covid-19 pandemic,covid-19-pandemie
273,en,nl,,,covid-19 panic,covid-19-paniek
275,en,nl,,,covid-19 precautions,voorzorgsmaatregelen covid-19
276,en,nl,,,covid-19 protection,covid-19-bescherming
277,en,nl,,,covid-19 quarantine,covid-19-quarantaine
278,en,nl,,,covid-19 SOS Alert,SOS-melding covid-19
279,en,nl,,,covid-19 spread,verspreiding van covid-19
280,en,nl,,,covid-19 symptoms,covid-19-symptomen
281,en,nl,,,covid-19 transmission,overdracht van covid-19
282,en,nl,,,covid-19 travel ban,reisverbod covid-19
283,en,nl,,,covid-19 travel restrictions,reisbeperkingen covid-19
284,en,nl,,,covid-19 treatment,behandeling van covid-19
